Suburb_0,Suburb_1,Suburb_2,Suburb_3,Suburb_4,Suburb_5,Suburb_6,Suburb_7,Suburb_8,Rooms,Price,SellerG_0,SellerG_1,SellerG_2,SellerG_3,SellerG_4,SellerG_5,SellerG_6,SellerG_7,Distance,Bedroom2,Bathroom,Car,Landsize,BuildingArea,CouncilArea_0,CouncilArea_1,CouncilArea_2,CouncilArea_3,CouncilArea_4,Lattitude,Longtitude,Propertycount,BuildingAge,Year_Sold,Month_Sold,Day_Sold,DayOfWeek_Sold,Type_h,Type_t,Type_u,Regionname_Eastern Metropolitan,Regionname_Eastern Victoria,Regionname_Northern Metropolitan,Regionname_Northern Victoria,Regionname_South-Eastern Metropolitan,Regionname_Southern Metropolitan,Regionname_Western Metropolitan
0,0,0,1,1,1,0,1,0,1,421000.0,0,0,0,0,0,0,1,0,7.9,1.0,1.0,1.0,0.0,58.0,0,1,1,1,1,-37.7753,145.0419,5549.0,26.0,2016,9,24,5,0,0,1,1,0,0,0,0,0,0
0,0,1,0,1,0,0,0,1,3,955000.0,0,0,1,0,1,1,1,1,8.5,3.0,1.0,4.0,645.0,125.0,0,1,1,0,1,-37.72029000000001,144.92896000000005,7485.0,48.0,2017,6,24,5,1,0,0,0,0,1,0,0,0,0
0,0,1,0,0,0,1,0,0,3,865000.0,1,0,0,1,0,1,0,0,8.7,3.0,2.0,2.0,151.0,3.0,0,1,0,1,1,-37.7855,144.8958,4918.0,8.0,2016,4,16,5,0,1,0,0,0,0,0,0,0,1
0,0,1,0,1,0,1,1,0,3,2055000.0,0,0,0,0,0,0,1,1,2.6,3.0,1.0,1.0,331.0,121.0,0,0,0,0,1,-37.8263,145.0085,14949.0,58.0,2016,7,26,1,1,0,0,0,0,1,0,0,0,0
0,0,1,1,0,0,0,1,0,3,2100000.0,0,0,0,0,0,0,1,1,10.2,3.0,1.0,9.0,841.0,124.0,0,1,0,1,0,-37.83729,145.10929,5457.0,58.0,2017,1,7,5,1,0,0,0,0,0,0,0,1,0
0,0,0,0,0,1,1,0,1,2,754000.0,0,0,0,0,1,0,0,1,9.7,2.0,1.0,1.0,87.0,88.0,0,0,1,1,1,-37.8134,145.08100000000005,5682.0,28.0,2017,3,18,5,0,0,1,0,0,0,0,0,1,0
0,1,1,1,0,1,1,1,1,3,755000.0,1,1,0,1,0,0,0,0,19.9,3.0,2.0,2.0,306.0,127.0,1,0,1,0,1,-37.80384,145.22562,3619.0,21.0,2017,6,17,5,1,0,0,1,0,0,0,0,0,0
0,0,0,0,1,0,0,1,0,5,760000.0,0,0,0,0,0,0,0,1,8.6,5.0,2.0,2.0,622.0,125.0,0,1,0,1,1,-37.78207,144.85342,3589.0,48.0,2017,8,7,0,1,0,0,0,0,0,0,0,0,1
0,0,0,1,1,0,1,1,0,1,320000.0,0,0,0,0,1,0,0,1,4.6,1.0,1.0,1.0,0.0,125.0,0,0,1,1,1,-37.827,145.0444,11308.0,48.0,2016,10,15,5,0,0,1,0,0,0,0,0,1,0
0,0,1,1,1,0,1,1,1,3,2151000.0,0,0,0,0,0,1,1,1,7.5,3.0,1.0,2.0,780.0,125.0,0,0,1,1,1,-37.8198,145.0465,6482.0,48.0,2016,3,12,5,1,0,0,0,0,0,0,0,1,0
0,0,0,1,0,0,0,1,1,2,530000.0,0,0,1,0,1,1,1,1,9.2,2.0,1.0,1.0,332.0,125.0,0,1,1,0,1,-37.7187,144.9564,3445.0,48.0,2016,8,22,0,1,0,0,0,0,1,0,0,0,0
0,0,0,1,0,0,0,1,0,3,740000.0,0,0,0,0,0,0,1,0,7.8,3.0,2.0,1.0,255.0,164.0,0,1,1,0,1,-37.7546,144.9713,11204.0,4.0,2016,8,10,2,0,1,0,0,0,1,0,0,0,0
0,0,0,0,0,1,1,1,0,4,1950000.0,0,0,1,0,1,1,0,1,9.2,3.0,3.0,2.0,665.0,232.0,0,0,1,1,1,-37.7889,145.0904,7809.0,48.0,2016,5,14,5,1,0,0,0,0,0,0,0,1,0
0,0,1,1,0,0,0,1,0,3,930000.0,0,0,1,0,1,1,0,1,11.2,3.0,2.0,2.0,252.0,125.0,0,1,0,1,0,-37.8344,145.1114,5457.0,26.0,2016,4,2,5,0,0,1,0,0,0,0,0,1,0
0,0,1,1,0,1,1,0,1,1,331000.0,0,0,1,0,0,0,0,1,7.0,1.0,1.0,1.0,0.0,54.0,0,1,0,1,1,-37.8105,144.8952,6543.0,48.0,2017,4,29,5,0,0,1,0,0,0,0,0,0,1
0,1,1,1,0,1,0,0,1,4,750000.0,0,1,0,1,0,0,0,1,15.5,4.0,2.0,2.0,636.0,232.0,0,1,1,0,1,-37.87941,144.76935,7630.0,22.0,2017,9,23,5,1,0,0,0,0,0,0,0,0,1
0,0,0,0,0,1,1,1,1,5,1915000.0,1,1,0,0,0,1,1,0,11.4,5.0,2.0,2.0,590.0,125.0,0,1,1,0,1,-37.92508,145.03606000000005,6795.0,48.0,2017,9,23,5,1,0,0,0,0,0,0,0,1,0
0,0,1,0,0,1,1,0,0,3,1485000.0,0,0,0,0,0,0,1,1,2.3,3.0,1.0,1.0,198.0,95.0,1,0,0,0,0,-37.8029,144.9459,6821.0,50.0,2017,5,20,5,1,0,0,0,0,1,0,0,0,0
0,0,1,1,0,0,1,0,0,1,328000.0,0,0,1,0,1,1,1,0,7.0,1.0,1.0,1.0,1047.0,125.0,0,0,1,0,0,-37.76105,144.99532,8870.0,48.0,2017,7,15,5,0,0,1,0,0,1,0,0,0,0
0,0,0,0,0,0,0,1,1,3,2100000.0,0,0,0,0,1,0,0,1,3.3,2.0,1.0,1.0,120.0,123.0,0,0,0,1,1,-37.8427,144.9546,3280.0,118.0,2016,4,23,5,1,0,0,0,0,0,0,0,1,0
0,0,0,1,1,0,1,0,0,2,875500.0,0,0,0,1,0,1,1,0,13.7,2.0,2.0,1.0,225.0,118.0,0,1,1,0,0,-37.9442,145.0018,5454.0,48.0,2017,3,18,5,0,0,1,0,0,0,0,0,1,0
0,0,1,0,1,0,1,0,1,3,635000.0,0,0,0,1,0,0,1,1,12.0,3.0,2.0,2.0,289.0,147.0,0,0,1,0,0,-37.70798,145.02101000000005,21650.0,9.0,2017,5,27,5,1,0,0,0,0,1,0,0,0,0
0,0,0,0,1,1,1,0,0,1,330000.0,0,0,0,1,0,0,1,1,11.4,1.0,1.0,1.0,0.0,33.0,0,1,0,0,1,-37.8888,145.0533,7822.0,48.0,2016,6,8,2,0,0,1,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,1,3,1800000.0,0,0,0,1,1,0,0,0,3.3,3.0,1.0,1.0,253.0,125.0,0,0,0,1,1,-37.8443,144.9579,3280.0,48.0,2016,10,9,6,1,0,0,0,0,0,0,0,1,0
0,0,1,1,1,1,0,0,0,4,1031000.0,0,0,0,1,1,0,1,1,10.6,4.0,1.0,1.0,570.0,125.0,0,1,1,1,1,-37.7523,145.0604,2890.0,48.0,2016,5,22,6,1,0,0,1,0,0,0,0,0,0
0,1,1,1,0,1,0,0,0,5,1223000.0,0,0,1,0,1,0,1,1,16.7,5.0,3.0,2.0,762.0,125.0,0,1,0,0,0,-37.91199,145.18419,7392.0,48.0,2017,5,27,5,1,0,0,0,0,0,0,1,0,0
0,0,0,1,1,0,1,1,0,4,1800000.0,0,0,1,0,1,0,0,1,4.6,3.0,2.0,4.0,601.0,158.0,0,0,1,1,1,-37.839,145.0418,11308.0,78.0,2016,8,22,0,1,0,0,0,0,0,0,0,1,0
0,0,0,0,1,0,0,0,0,3,700000.0,0,0,0,1,0,0,1,1,13.9,3.0,2.0,2.0,194.0,200.0,0,1,0,0,1,-37.9272,145.0801,10969.0,10.0,2016,9,24,5,0,1,0,0,0,0,0,0,1,0
0,0,0,1,0,1,1,1,1,3,1375000.0,0,0,0,0,0,1,0,0,6.4,3.0,2.0,3.0,487.0,125.0,0,1,0,1,1,-37.7942,144.8934,7570.0,48.0,2017,8,4,4,1,0,0,0,0,0,0,0,0,1
0,0,1,1,1,0,0,0,0,3,1350000.0,0,0,0,0,0,0,1,1,4.5,3.0,1.0,2.0,407.0,125.0,0,1,1,0,1,-37.7663,144.9795,5533.0,48.0,2017,4,3,0,1,0,0,0,0,1,0,0,0,0
0,0,0,1,0,0,0,1,0,2,485000.0,0,0,0,0,0,0,1,0,7.8,2.0,2.0,1.0,0.0,96.0,0,1,1,0,1,-37.7367,144.9701,11204.0,138.0,2016,4,16,5,0,0,1,0,0,1,0,0,0,0
0,0,1,0,1,1,0,1,1,2,625000.0,0,0,0,1,0,0,1,1,0.7,2.0,1.0,1.0,0.0,88.0,1,0,0,0,0,-37.8281,144.96627,8400.0,48.0,2017,12,8,4,0,0,1,0,0,0,0,0,1,0
0,0,1,1,0,0,1,0,1,3,910000.0,0,0,0,0,1,0,0,1,4.6,3.0,2.0,2.0,0.0,136.0,0,0,1,1,0,-37.842,145.0046,7217.0,38.0,2016,11,27,6,0,1,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1,2,1035000.0,0,0,0,0,0,0,0,1,2.5,2.0,1.0,0.0,156.0,79.0,0,0,0,0,1,-37.8079,144.9934,4019.0,118.0,2016,4,2,5,1,0,0,0,0,1,0,0,0,0
0,0,1,0,0,0,0,1,1,3,2020000.0,0,0,0,0,1,0,0,1,11.2,3.0,2.0,2.0,711.0,196.0,0,0,1,1,0,-37.8723,145.0387,8801.0,103.0,2017,5,13,5,1,0,0,0,0,0,0,0,1,0
0,0,1,1,0,0,0,0,1,3,625000.0,0,1,0,0,1,1,1,0,13.5,3.0,1.0,2.0,650.0,125.0,1,0,0,1,0,-37.7968,144.8086,6763.0,48.0,2017,3,18,5,1,0,0,0,0,0,0,0,0,1
0,1,0,1,0,1,0,0,1,3,1190000.0,0,0,0,1,0,1,0,1,16.0,3.0,1.0,1.0,635.0,125.0,1,0,0,0,1,-37.94654,145.04863,4794.0,48.0,2017,3,6,0,1,0,0,0,0,0,0,0,1,0
0,0,1,1,1,1,1,0,1,3,922000.0,0,0,0,1,0,1,0,1,10.1,3.0,2.0,2.0,219.0,125.0,0,1,1,0,1,-37.90584000000001,145.06169,4442.0,48.0,2017,9,9,5,0,1,0,0,0,0,0,0,1,0
0,0,0,1,0,1,1,1,1,4,815000.0,0,0,0,0,0,0,0,1,6.4,4.0,2.0,1.0,369.0,151.0,0,1,0,1,1,-37.7914,144.8957,7570.0,108.0,2016,5,28,5,1,0,0,0,0,0,0,0,0,1
0,0,0,1,1,0,1,0,1,3,1140000.0,0,0,0,1,1,1,0,0,13.8,3.0,1.0,2.0,1469.0,204.0,0,1,1,0,0,-37.93433,145.02983999999995,2356.0,48.0,2017,1,7,5,1,0,0,0,0,0,0,0,1,0
1,0,0,0,0,0,0,0,1,3,897000.0,1,0,0,0,1,0,0,1,16.1,3.0,2.0,2.0,684.0,150.0,0,1,1,0,1,-37.68969,145.12366,915.0,33.0,2017,9,23,5,1,0,0,1,0,0,0,0,0,0
0,0,0,1,1,0,1,1,0,1,365000.0,0,0,0,0,0,0,1,1,4.6,1.0,1.0,1.0,0.0,125.0,0,0,1,1,1,-37.8272,145.0444,11308.0,43.0,2016,8,10,2,0,0,1,0,0,0,0,0,1,0
0,1,1,0,1,0,1,0,0,3,1100000.0,0,0,1,0,1,0,0,1,13.4,3.0,1.0,1.0,614.0,125.0,0,1,0,1,0,-37.81103,145.15917,2867.0,48.0,2017,7,15,5,1,0,0,1,0,0,0,0,0,0
0,1,1,1,0,0,0,0,0,3,912000.0,0,0,1,0,1,0,1,1,18.8,3.0,2.0,1.0,753.0,125.0,0,1,1,0,1,-37.9213,145.16366000000005,7113.0,48.0,2017,9,16,5,1,0,0,0,0,0,0,1,0,0
0,1,0,1,1,1,0,0,0,4,1175000.0,0,0,1,0,1,0,0,1,15.4,4.0,3.0,2.0,289.0,170.0,0,1,0,1,0,-37.82895,145.17678,4973.0,7.0,2017,8,7,0,0,1,0,1,0,0,0,0,0,0
0,1,1,1,1,0,1,0,0,3,645000.0,0,0,1,0,0,1,1,0,14.8,3.0,1.0,2.0,586.0,125.0,1,0,0,1,0,-37.7728,144.76941000000005,6388.0,28.0,2017,6,24,5,1,0,0,0,0,0,0,0,0,1
0,0,1,0,0,0,0,1,0,3,1390000.0,0,0,0,0,1,0,0,1,7.4,3.0,2.0,1.0,227.0,181.0,0,0,1,1,0,-37.8577,145.0406,4675.0,23.0,2016,5,14,5,0,1,0,0,0,0,0,0,1,0
0,0,0,0,0,0,1,1,0,4,970000.0,0,0,0,0,0,1,0,0,11.1,4.0,1.0,2.0,708.0,125.0,0,0,1,0,1,-37.833,144.8494,5132.0,48.0,2017,2,25,5,1,0,0,0,0,0,0,0,0,1
0,0,0,0,0,1,1,1,1,4,2620000.0,0,0,0,1,0,1,0,1,13.0,4.0,4.0,2.0,579.0,361.0,0,1,0,0,1,-37.9155,145.0243,6795.0,6.0,2016,8,28,6,1,0,0,0,0,0,0,0,1,0
0,0,0,1,1,1,1,0,1,3,1291000.0,0,0,1,1,1,0,0,1,4.2,3.0,1.0,1.0,416.0,125.0,1,0,0,0,0,-37.7946,144.924,5263.0,48.0,2016,6,8,2,1,0,0,0,0,1,0,0,0,0
0,0,1,1,0,0,1,0,1,1,350000.0,0,0,0,0,1,0,0,1,4.1,2.0,1.0,1.0,0.0,125.0,0,0,1,1,0,-37.84157,145.00468999999995,7217.0,48.0,2017,7,22,5,0,0,1,0,0,0,0,0,1,0
0,0,0,1,0,0,0,1,1,2,820000.0,0,0,0,0,0,0,1,0,9.2,2.0,1.0,4.0,629.0,120.0,0,1,1,0,1,-37.7276,144.9688,3445.0,58.0,2016,12,11,6,1,0,0,0,0,1,0,0,0,0
0,1,1,0,0,1,0,0,1,4,821000.0,0,1,1,1,1,1,1,1,12.9,4.0,1.0,6.0,763.0,125.0,1,0,0,1,1,-37.69048,144.87312,3296.0,48.0,2017,1,7,5,1,0,0,0,0,0,0,0,0,1
0,0,1,0,1,0,1,1,1,3,780000.0,0,0,0,0,1,1,0,0,11.4,3.0,1.0,2.0,627.0,154.0,0,1,1,1,1,-37.7367,145.0797,3540.0,48.0,2017,11,2,3,1,0,0,1,0,0,0,0,0,0
0,0,1,1,0,0,0,1,0,4,1835000.0,0,0,0,0,0,0,1,1,11.2,4.0,2.0,2.0,619.0,185.0,0,0,1,1,1,-37.8171,145.0934,5457.0,88.0,2016,5,28,5,1,0,0,0,0,0,0,0,1,0
0,1,0,0,1,1,0,1,1,3,425000.0,0,0,1,0,1,0,1,1,20.6,3.0,2.0,2.0,263.0,165.0,1,0,0,1,1,-37.57307,144.92513,15510.0,10.0,2017,6,24,5,1,0,0,0,0,1,0,0,0,0
0,0,1,0,1,1,1,0,1,2,902000.0,0,0,0,1,1,1,0,0,6.1,2.0,1.0,1.0,18.0,125.0,0,0,0,1,1,-37.8624,144.9823,13240.0,48.0,2017,4,29,5,0,0,1,0,0,0,0,0,1,0
0,0,0,0,1,0,1,0,0,3,1650000.0,0,0,0,1,0,1,0,1,10.3,3.0,2.0,2.0,623.0,0.0,0,1,1,0,1,-37.92698,145.02673,6938.0,98.0,2017,8,26,5,1,0,0,0,0,0,0,0,1,0
0,0,0,1,1,0,1,1,0,2,500000.0,0,0,1,0,1,1,0,0,5.3,2.0,2.0,1.0,0.0,125.0,0,0,1,1,1,-37.8213,145.02913,11308.0,48.0,2017,5,27,5,0,0,1,0,0,0,0,0,1,0
0,0,1,1,1,1,1,1,1,1,185000.0,0,0,1,0,0,0,0,1,8.2,1.0,1.0,1.0,0.0,125.0,0,1,0,1,1,-37.798,144.8672,5058.0,48.0,2017,4,29,5,0,0,1,0,0,0,0,0,0,1
0,0,1,0,0,1,0,0,1,3,920000.0,0,0,0,1,0,0,1,1,14.6,3.0,1.0,1.0,653.0,125.0,1,0,0,0,1,-37.9392,145.0481,2555.0,48.0,2016,5,28,5,1,0,0,0,0,0,0,0,1,0
0,1,0,1,1,0,0,1,0,4,630000.0,0,0,0,1,1,1,0,1,25.9,4.0,2.0,2.0,475.0,220.0,1,1,0,0,1,-37.606,145.08785,5812.0,6.0,2017,12,8,4,1,0,0,0,0,1,0,0,0,0
0,0,1,0,0,0,0,1,0,2,640000.0,0,0,1,0,1,0,1,1,7.4,2.0,2.0,1.0,0.0,125.0,0,0,1,1,0,-37.8514,145.0361,4675.0,48.0,2016,11,27,6,0,0,1,0,0,0,0,0,1,0
0,0,0,1,1,0,0,1,0,4,970000.0,0,0,0,0,0,0,1,0,13.6,4.0,2.0,3.0,737.0,265.0,0,1,1,0,1,-37.7088,144.8938,1071.0,8.0,2017,4,29,5,1,0,0,0,0,0,0,0,0,1
0,0,0,0,0,1,1,1,0,3,1500000.0,0,0,0,0,0,0,1,1,9.2,3.0,2.0,1.0,778.0,154.0,0,0,1,1,1,-37.7939,145.0789,7809.0,68.0,2016,3,9,2,1,0,0,0,0,0,0,0,1,0
0,0,0,1,1,0,1,0,1,3,1335000.0,0,0,0,1,0,1,0,1,13.8,3.0,1.0,1.0,625.0,125.0,0,1,1,0,1,-37.94027,145.03593,2356.0,48.0,2017,8,26,5,1,0,0,0,0,0,0,0,1,0
0,0,1,1,0,0,0,1,1,5,1400000.0,0,0,0,0,1,1,0,0,12.4,5.0,3.0,2.0,717.0,310.0,0,1,1,0,1,-37.7663,145.1132,5420.0,55.0,2017,8,26,5,1,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,1,1,3,2030000.0,0,0,0,1,0,0,1,1,3.3,3.0,2.0,0.0,152.0,125.0,0,0,0,1,1,-37.8488,144.9551,3280.0,48.0,2016,8,28,6,1,0,0,0,0,0,0,0,1,0
0,0,1,1,0,1,1,0,1,3,955000.0,0,0,0,0,0,0,1,1,7.0,3.0,1.0,1.0,202.0,125.0,0,1,0,1,1,-37.8196,144.8839,6543.0,48.0,2016,4,16,5,1,0,0,0,0,0,0,0,0,1
0,1,1,1,0,0,0,1,0,3,393200.0,0,0,1,0,1,1,1,1,20.6,3.0,1.0,1.0,400.0,125.0,1,0,0,1,1,-37.62464,144.9345,5833.0,48.0,2017,7,29,5,1,0,0,0,0,1,0,0,0,0
0,1,1,1,0,0,0,0,0,3,940000.0,0,0,0,0,0,0,0,1,18.8,3.0,2.0,3.0,709.0,140.0,0,1,1,0,1,-37.92811,145.14971,7113.0,60.0,2017,8,26,5,1,0,0,0,0,0,0,1,0,0
0,1,0,1,1,0,1,0,0,5,1150000.0,0,0,1,0,1,1,0,1,17.2,5.0,2.0,2.0,588.0,125.0,0,1,1,0,1,-37.81153,145.1855,6871.0,48.0,2017,9,23,5,1,0,0,1,0,0,0,0,0,0
0,1,1,0,1,1,1,0,0,3,540000.0,0,0,1,0,1,0,1,1,18.4,3.0,2.0,2.0,580.0,200.0,1,1,0,1,0,-37.87447,144.66771,13830.0,28.0,2017,7,29,5,1,0,0,0,0,0,0,0,0,1
0,0,0,0,1,0,1,1,0,3,1100000.0,0,0,0,0,1,0,1,0,5.2,3.0,1.0,1.0,322.0,125.0,0,1,1,0,1,-37.76073,144.94803000000005,7082.0,48.0,2017,1,7,5,1,0,0,0,0,1,0,0,0,0
0,0,0,0,1,1,1,0,0,4,1410000.0,0,0,1,0,1,0,1,1,11.4,4.0,3.0,3.0,650.0,125.0,0,1,0,0,1,-37.9011,145.05100000000004,7822.0,48.0,2017,2,25,5,1,0,0,0,0,0,0,0,1,0
0,0,0,1,0,0,0,0,1,4,3010000.0,0,0,0,0,0,1,1,0,3.4,4.0,3.0,2.0,382.0,250.0,0,0,0,0,1,-37.7897,144.9992,2954.0,115.0,2016,10,9,6,1,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,1,1,0,4,1030000.0,0,0,0,1,0,0,1,1,9.4,4.0,3.0,2.0,533.0,125.0,0,0,1,0,1,-37.82726,144.83533,5132.0,48.0,2017,8,7,0,1,0,0,0,0,0,0,0,0,1
0,0,0,1,1,0,1,1,1,3,909000.0,1,0,0,0,0,1,1,1,10.5,3.0,2.0,2.0,585.0,134.0,0,1,1,1,1,-37.7358,145.0546,2947.0,58.0,2016,12,11,6,1,0,0,1,0,0,0,0,0,0
0,0,0,0,0,1,1,0,1,3,2125000.0,0,0,0,0,0,0,1,1,9.7,3.0,2.0,2.0,699.0,252.0,0,0,1,1,1,-37.814,145.0966,5682.0,33.0,2016,7,5,1,1,0,0,0,0,0,0,0,1,0
0,0,0,1,0,0,0,1,0,4,1005000.0,0,0,0,0,0,0,1,0,7.8,4.0,2.0,1.0,172.0,135.0,0,1,1,0,1,-37.7483,144.9634,11204.0,118.0,2017,5,20,5,1,0,0,0,0,1,0,0,0,0
0,0,0,1,1,0,0,1,0,3,525000.0,0,0,1,1,0,1,0,0,13.6,3.0,2.0,1.0,223.0,125.0,0,1,1,0,1,-37.704,144.8984,1071.0,48.0,2016,6,27,0,1,0,0,0,0,0,0,0,0,1
0,0,1,0,0,1,1,0,1,2,1340000.0,0,0,0,1,1,1,0,0,5.5,2.0,1.0,1.0,297.0,108.0,0,0,1,0,0,-37.7627,144.9986,11364.0,108.0,2016,8,28,6,1,0,0,0,0,1,0,0,0,0
0,0,1,0,1,1,0,1,0,2,840000.0,0,0,0,0,1,0,0,0,3.3,2.0,2.0,1.0,0.0,92.0,0,0,1,1,0,-37.8361,144.9966,14887.0,16.0,2017,2,25,5,0,0,1,0,0,0,0,0,1,0
0,1,0,1,1,1,1,0,0,2,560000.0,0,0,0,0,1,1,0,0,21.3,2.0,1.0,2.0,217.0,125.0,1,0,1,0,1,-37.80526,145.24628,4407.0,33.0,2017,1,7,5,0,0,1,1,0,0,0,0,0,0
0,0,1,1,0,0,0,0,1,3,795000.0,0,0,0,1,1,1,1,1,13.5,3.0,1.0,2.0,739.0,125.0,1,0,0,1,0,-37.7921,144.8234,6763.0,48.0,2017,2,25,5,1,0,0,0,0,0,0,0,0,1
0,0,0,0,1,0,0,0,0,2,1160000.0,0,0,0,1,0,1,0,1,13.9,2.0,1.0,2.0,750.0,125.0,0,1,0,0,1,-37.9325,145.0694,10969.0,48.0,2016,7,30,5,1,0,0,0,0,0,0,0,1,0
0,0,1,1,0,0,1,0,1,3,1550000.0,0,0,0,0,0,1,1,1,4.6,3.0,2.0,2.0,117.0,214.0,0,0,1,1,0,-37.8343,145.0112,7217.0,18.0,2016,10,15,5,0,1,0,0,0,0,0,0,1,0
0,0,0,1,1,1,1,1,0,4,2460000.0,0,0,0,0,1,0,0,1,5.6,4.0,4.0,2.0,737.0,293.0,0,0,1,1,1,-37.8042,145.0291,10331.0,108.0,2016,9,24,5,1,0,0,0,0,0,0,0,1,0
0,0,0,0,1,0,0,1,1,6,2700000.0,0,0,0,0,0,1,1,1,11.2,6.0,3.0,3.0,0.0,125.0,0,1,1,0,0,-37.9081,145.0015,10579.0,48.0,2016,4,6,2,1,0,0,0,0,0,0,0,1,0
0,0,0,1,1,0,1,0,0,3,1210000.0,0,0,0,1,1,0,0,1,13.8,3.0,2.0,2.0,9838.0,152.0,0,1,1,0,0,-37.93464,144.99601,5454.0,8.0,2017,1,7,5,0,0,1,0,0,0,0,0,1,0
0,0,1,1,1,0,0,0,0,2,1305000.0,0,1,1,0,1,0,1,0,4.0,2.0,1.0,0.0,315.0,125.0,0,1,1,0,1,-37.76386,144.97783,5533.0,48.0,2017,1,7,5,1,0,0,0,0,1,0,0,0,0
0,0,0,1,1,1,0,1,0,3,1275000.0,0,0,0,0,0,0,1,0,7.9,3.0,2.0,2.0,834.0,169.0,0,1,1,1,1,-37.7587,145.0426,5549.0,68.0,2016,5,22,6,1,0,0,1,0,0,0,0,0,0
0,0,0,1,1,1,1,1,1,3,1880000.0,0,0,0,0,0,0,1,1,7.5,3.0,1.0,2.0,836.0,125.0,0,0,1,1,1,-37.7951,145.053,2671.0,48.0,2016,10,15,5,1,0,0,0,0,0,0,0,1,0
0,0,1,0,1,1,1,0,1,2,690000.0,0,0,0,1,0,0,1,1,6.1,2.0,1.0,0.0,0.0,100.0,0,0,0,1,1,-37.8579,144.981,13240.0,48.0,2016,12,6,1,0,0,1,0,0,0,0,0,1,0
0,0,1,0,1,1,1,0,1,1,481000.0,0,0,0,1,0,0,1,1,5.0,1.0,1.0,1.0,0.0,125.0,0,0,0,1,1,-37.85984000000001,144.9867,13240.0,78.0,2017,7,29,5,0,0,1,0,0,0,0,0,1,0
0,0,1,1,0,1,1,0,0,4,700000.0,0,0,0,0,1,1,0,0,15.0,4.0,1.0,1.0,530.0,125.0,0,1,1,1,1,-37.7251,145.1053,1369.0,48.0,2016,3,9,2,1,0,0,0,0,1,0,0,0,0
0,0,1,0,1,0,1,0,1,3,866000.0,0,0,0,0,0,0,1,0,11.2,3.0,1.0,2.0,569.0,125.0,0,0,1,0,0,-37.7313,145.0224,21650.0,48.0,2016,9,24,5,1,0,0,0,0,1,0,0,0,0
0,0,0,0,1,1,0,0,1,5,2800000.0,0,0,0,0,1,0,0,1,7.8,5.0,3.0,2.0,805.0,125.0,0,0,1,1,1,-37.8459,145.0721,8920.0,48.0,2016,6,27,0,1,0,0,0,0,0,0,0,1,0
0,0,0,1,1,1,1,1,0,2,890000.0,0,0,0,0,0,0,1,1,5.6,2.0,2.0,1.0,89.0,87.0,0,0,1,1,1,-37.8148,145.0571,10331.0,53.0,2016,9,17,5,0,0,1,0,0,0,0,0,1,0
0,0,0,1,1,1,1,1,0,4,2450000.0,0,0,0,0,0,0,1,1,5.4,4.0,2.0,2.0,399.0,192.0,0,1,1,0,1,-37.80526,145.04294,10331.0,98.0,2017,9,23,5,1,0,0,0,0,0,0,0,1,0
0,0,1,1,0,1,1,0,1,3,796000.0,0,0,0,0,0,1,0,0,7.0,3.0,1.0,1.0,464.0,120.0,0,1,0,1,1,-37.8151,144.8638,6543.0,58.0,2016,5,14,5,1,0,0,0,0,0,0,0,0,1
0,0,1,1,0,1,0,0,1,3,1170000.0,0,0,1,0,1,1,1,1,6.8,3.0,2.0,4.0,436.0,125.0,0,1,1,0,1,-37.85274,144.88738,6380.0,21.0,2017,8,26,5,1,0,0,0,0,0,0,0,0,1
0,0,0,0,0,1,0,0,0,3,865000.0,0,0,0,0,0,0,1,0,4.3,3.0,1.0,0.0,217.0,125.0,0,0,0,1,0,-37.77391,144.92151,6567.0,108.0,2017,5,27,5,1,0,0,0,0,0,0,0,0,1
0,0,0,0,1,0,0,0,0,3,1025000.0,0,0,1,0,1,1,1,0,13.9,3.0,2.0,2.0,384.0,120.0,0,1,0,0,1,-37.9229,145.0557,10969.0,19.0,2017,4,3,0,0,0,1,0,0,0,0,0,1,0
0,1,0,0,1,0,0,1,0,4,780000.0,1,1,0,0,1,1,0,0,25.0,4.0,2.0,2.0,820.0,180.0,1,0,1,0,0,-37.87393,145.28858,9704.0,43.0,2017,3,6,0,1,0,0,1,0,0,0,0,0,0
0,0,0,1,1,0,1,0,0,3,1100000.0,0,0,1,0,1,0,1,0,13.7,3.0,2.0,1.0,355.0,140.0,0,1,1,0,0,-37.9391,145.012,5454.0,31.0,2016,9,24,5,0,1,0,0,0,0,0,0,1,0
0,0,0,0,1,0,1,0,1,3,1505000.0,0,0,0,0,0,0,1,1,5.2,3.0,1.0,1.0,349.0,125.0,0,1,1,0,1,-37.7744,144.96753,11918.0,48.0,2017,5,27,5,1,0,0,0,0,1,0,0,0,0
0,0,0,1,0,0,0,1,0,2,860000.0,0,0,0,0,0,0,1,0,7.8,2.0,1.0,1.0,483.0,125.0,0,1,1,0,1,-37.7509,144.9696,11204.0,48.0,2016,9,24,5,1,0,0,0,0,1,0,0,0,0
0,0,0,1,1,1,1,1,0,3,1905000.0,0,1,1,0,0,1,1,0,5.6,4.0,2.0,2.0,591.0,190.0,0,0,1,1,1,-37.812,145.0268,10331.0,108.0,2016,5,14,5,1,0,0,0,0,0,0,0,1,0
